CID,isosmiles
3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
3385,C1=C(C(=O)NC(=O)N1)F
3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
3401,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
3403,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
3406,CC1=CNN=C1
3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
3415,C(=O)(O)P(=O)(O)O
3420,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
3435,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
3446,C1CCC(CC1)(CC(=O)O)CN
3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
3467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
3474,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
3475,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
3494,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
3515,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
3516,COC1=CC=CC=C1OCC(CO)O
3518,C1CCCN(CCC1)CCN=C(N)N
3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
3547,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
3561,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
3562,C(C(F)(F)F)(Cl)Br
3590,CC(CCCC(C)(C)O)N
3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
3599,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
3601,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46
3607,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
3609,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
3610,CCCCCCC1=C(C=C(C=C1)O)O
3623,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
3637,C1=CC=C2C(=C1)C=NN=C2NN
3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
3649,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
3657,C(=O)(N)NO
3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
3661,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
3675,C1=CC=C(C=C1)CCNN
3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
3677,CC(C)(CC1=CC=CC=C1)NC
3678,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
3686,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO
3689,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
3690,C1CN(P(=O)(OC1)NCCCl)CCCl
3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
3718,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O
3720,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7
3723,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I
3724,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
3728,C1=CC2=C(C(=C(C=C2I)I)O)N=C1
3730,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
3731,CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
3735,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O
3736,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
3737,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
3738,CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I
3739,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
3740,C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
3741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
3742,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
3743,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
3747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
3748,CC(C)NNC(=O)C1=CC=NC=C1
3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
3752,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
3759,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
3760,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
3762,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
3763,C(C(F)(F)F)(OC(F)F)Cl
3767,C1=CN=CC=C1C(=O)NN
3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
3776,CC(C)O
3778,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
3781,CC(CN1C2=CC=CC=C2SC3=C1N=CC=C3)N(C)C
3783,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
3792,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC
3793,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
3823,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
3824,CC(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
3872,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5
3936,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2
3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
3948,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
3950,C1CCC(CC1)NC(=O)N(CCCl)N=O
3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
3998,C1=CC(=CC=C1CN)S(=O)(=O)N
4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
4008,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
4019,CC1(CCC2CC(CC1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C
4020,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
4021,CC1=NN(C(=O)C1)C2=CC=CC=C2
4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
4031,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
4032,CC1(C2CCC(C2)C1(C)NC)C
4033,CN(CCCl)CCCl
4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
4039,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
4041,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
4047,CC1(CCCO1)CN(C)S(=O)(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N
4054,CC12CC3CC(C1)(CC(C3)(C2)N)C
4055,CC1=CC(=O)C2=CC=CC=C2C1=O
4057,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
4059,CC1=CC=CC=C1OCC(CO)O
4060,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C
4064,CCCC(C)(COC(=O)N)COC(=O)N
4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
4068,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O
4075,C1=CC(=C(C=C1N)C(=O)O)O
4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
4091,CN(C)C(=N)N=C(N)N
4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
4097,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
4098,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2
4099,CCC1(C(=O)NC(=O)N(C1=O)C)CC
4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
4101,C1N2CN3CN1CN(C2)C3
4107,COC1=CC=CC=C1OCC(COC(=O)N)O
4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
4116,COC(C(Cl)Cl)(F)F
4117,CC(CC1=CC=CC=C1OC)NC
4121,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
4138,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
4158,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
4162,CCC1(C(=O)C(CNC1=O)C)CC
4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2
4167,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
4171,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
4173,CC1=NC=C(N1CCO)[N+](=O)[O-]
4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
4177,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
4178,CC1=C(C(=CC=C1)C)OCC(C)N
4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
4192,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
4195,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
4236,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
4238,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-]
4239,CCOC(=O)NC1=C[N+](=NO1)N2CCOCC2
4249,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O
4257,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl
4260,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
4284,CCN(CC)C(=O)C1=CC=CC(=C1)C
4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O
4417,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
4450,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
4476,C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4
4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
4494,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
4496,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3
4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
4510,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
4514,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl
4528,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
4538,C1=CC(=CC(=C1)O)C(CN)O
4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
4568,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
4581,C1=CC(=CC=C1C(CN)O)O
4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
4587,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
4612,CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO
4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
4619,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC
4621,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2
4626,C1C(CN(C1=O)CC(=O)N)O
4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O
4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
4633,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N
4634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
4640,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4
4641,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
4642,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
4649,C1=CC(=C(C=C1N)O)C(=O)O
4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
4688,CN(CC#C)CC1=CC=CC=C1
4723,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
4737,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
4744,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42
4746,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
4747,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
4753,C1=CC=C(C=C1)CC(=O)NC(=O)N
4754,CCOC1=CC=C(C=C1)NC(=O)C
4756,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
4761,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
4766,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
4767,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C
4768,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
4770,C1=CC=C(C=C1)CCCOC(=O)N
4771,CC(C)(CC1=CC=CC=C1)N
4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
4786,CC(C(C1=CC=CC=C1)O)N
4806,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O
4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
4814,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3
4822,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1
4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
4830,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N
4831,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O
4832,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
4837,C1CNCCN1
4839,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
4842,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
4843,C1CC(=O)N(C1)CC(=O)N
4844,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
4845,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3
4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
4855,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O
4873,[Cl-].[K+]
4874,COC1=C(C=CC(=C1)S(=O)(=O)O)O
4875,[K+].[I-]
4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
4884,C[N+]1=CC=CC=C1C=NO
4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2
4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O
4890,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4
